Gene stable ID	Gene stable ID version	Chromosome/scaffold name	Gene start (bp)	Gene end (bp)	Gene name
ENSMUSG00000078607	ENSMUSG00000078607.5	11	107025681	107030443	1810010H24Rik
ENSMUSG00000106083	ENSMUSG00000106083.1	5	15798001	15799033	Gm42452
ENSMUSG00000110737	ENSMUSG00000110737.1	10	18796806	18831930	4930444F02Rik
ENSMUSG00000021953	ENSMUSG00000021953.14	14	63492347	63509092	Tdh
ENSMUSG00000111573	ENSMUSG00000111573.1	9	39658301	39658742	Olfr962-ps1
ENSMUSG00000108583	ENSMUSG00000108583.1	7	126837212	126846388	Gm44854
ENSMUSG00000019852	ENSMUSG00000019852.7	10	18581839	18743949	Arfgef3
ENSMUSG00000117209	ENSMUSG00000117209.1	17	21613612	21613822	Gm49954
ENSMUSG00000057534	ENSMUSG00000057534.13	11	88964658	88966931	Elobl
ENSMUSG00000059043	ENSMUSG00000059043.2	16	3830878	3844747	Olfr15
ENSMUSG00000083502	ENSMUSG00000083502.1	X	103486934	103487388	Gm14861
ENSMUSG00000028581	ENSMUSG00000028581.17	4	130913125	130936141	Laptm5
ENSMUSG00000085247	ENSMUSG00000085247.1	2	135169573	135215616	4930545L23Rik
ENSMUSG00000082746	ENSMUSG00000082746.1	X	103489517	103489917	Rps12-ps1
ENSMUSG00000053441	ENSMUSG00000053441.5	18	58836667	59054060	Adamts19
ENSMUSG00000117013	ENSMUSG00000117013.1	17	21615500	21656484	Gm30531
ENSMUSG00000081766	ENSMUSG00000081766.3	11	88972657	88973002	2210409E12Rik
ENSMUSG00000085631	ENSMUSG00000085631.1	2	135325447	135583584	9630028H03Rik
ENSMUSG00000033983	ENSMUSG00000033983.14	11	88970252	88991613	Coil
ENSMUSG00000117070	ENSMUSG00000117070.1	17	21624958	21650474	Gm41541
ENSMUSG00000023104	ENSMUSG00000023104.9	5	134581366	134601805	Rfc2
ENSMUSG00000110237	ENSMUSG00000110237.1	7	138899388	138900239	Gm18258
ENSMUSG00000035868	ENSMUSG00000035868.9	17	21650624	21664966	Zfp983
ENSMUSG00000111446	ENSMUSG00000111446.1	9	22092513	22092772	Gm6581
ENSMUSG00000082399	ENSMUSG00000082399.1	2	134803949	134804428	Gm14036
ENSMUSG00000116040	ENSMUSG00000116040.1	15	86704291	86711545	Gm49464
ENSMUSG00000038292	ENSMUSG00000038292.14	7	45183624	45204892	Ccdc155
ENSMUSG00000105753	ENSMUSG00000105753.1	3	105502907	105504846	Gm43847
ENSMUSG00000004939	ENSMUSG00000004939.7	10	81198170	81202051	Nmrk2
ENSMUSG00000100094	ENSMUSG00000100094.1	7	65803111	65806449	1810008I18Rik
ENSMUSG00000024770	ENSMUSG00000024770.14	19	34067358	34084918	Lipn
ENSMUSG00000045613	ENSMUSG00000045613.9	6	36388084	36528414	Chrm2
ENSMUSG00000051177	ENSMUSG00000051177.16	2	134786067	135475258	Plcb1
ENSMUSG00000075376	ENSMUSG00000075376.10	2	37370069	37422903	Rc3h2
ENSMUSG00000109168	ENSMUSG00000109168.1	7	28314898	28318873	Gm44709
ENSMUSG00000073448	ENSMUSG00000073448.2	17	21690180	21691022	Gm10509
ENSMUSG00000026634	ENSMUSG00000026634.16	1	190925112	190946962	Angel2
ENSMUSG00000109725	ENSMUSG00000109725.1	8	55005285	55007781	Gm45265
ENSMUSG00000067928	ENSMUSG00000067928.6	17	21707741	21725636	Zfp760
ENSMUSG00000109927	ENSMUSG00000109927.1	8	55028401	55032395	Gm45264
ENSMUSG00000031517	ENSMUSG00000031517.8	8	54954843	55060871	Gpm6a
ENSMUSG00000073154	ENSMUSG00000073154.10	6	36209620	36390191	9330158H04Rik
ENSMUSG00000022818	ENSMUSG00000022818.13	16	20308387	20325404	Cyp2ab1
ENSMUSG00000042606	ENSMUSG00000042606.9	7	126861972	126865377	Hirip3
ENSMUSG00000043226	ENSMUSG00000043226.5	2	85715419	85725136	Olfr1009
ENSMUSG00000005864	ENSMUSG00000005864.7	X	71991849	72010218	Cnga2
ENSMUSG00000030237	ENSMUSG00000030237.14	6	141805440	141856199	Slco1a4
ENSMUSG00000110879	ENSMUSG00000110879.2	2	85748352	85754526	Olfr1010
ENSMUSG00000027479	ENSMUSG00000027479.14	2	153741274	153773310	Mapre1
ENSMUSG00000080796	ENSMUSG00000080796.1	X	103597771	103598336	Gm9159
ENSMUSG00000003746	ENSMUSG00000003746.16	10	53904785	54076609	Man1a
ENSMUSG00000104726	ENSMUSG00000104726.1	3	119968731	119969538	Gm18384
ENSMUSG00000103697	ENSMUSG00000103697.1	X	103576426	103581101	Gm38020
ENSMUSG00000075210	ENSMUSG00000075210.4	2	85757353	85762766	Olfr1012
ENSMUSG00000081004	ENSMUSG00000081004.1	X	103529483	103529707	Gm9157
ENSMUSG00000097571	ENSMUSG00000097571.9	X	103493556	103565696	Jpx
ENSMUSG00000108807	ENSMUSG00000108807.1	7	17058534	17059441	4833404L02Rik
ENSMUSG00000108793	ENSMUSG00000108793.1	7	66043602	66062271	Gm45213
ENSMUSG00000115358	ENSMUSG00000115358.1	15	18385349	18385441	Gm49138
ENSMUSG00000030402	ENSMUSG00000030402.5	7	19276805	19280064	Ppm1n
ENSMUSG00000030513	ENSMUSG00000030513.14	7	65861734	66050386	Pcsk6
ENSMUSG00000053287	ENSMUSG00000053287.4	2	85767098	85774649	Olfr1013
ENSMUSG00000098987	ENSMUSG00000098987.1	7	106123174	106124730	Gm8982
ENSMUSG00000086370	ENSMUSG00000086370.9	X	103560907	103623790	Ftx
ENSMUSG00000059669	ENSMUSG00000059669.8	12	24498359	24558539	Taf1b
ENSMUSG00000061633	ENSMUSG00000061633.3	15	81980540	81981563	1700029P11Rik
ENSMUSG00000090374	ENSMUSG00000090374.1	14	63493699	63499872	Gm17232
ENSMUSG00000111120	ENSMUSG00000111120.1	2	85777918	85778146	Gm49332
ENSMUSG00000059379	ENSMUSG00000059379.3	2	85772713	85778974	Olfr1014
ENSMUSG00000085152	ENSMUSG00000085152.1	11	88993040	88996544	Gm11496
ENSMUSG00000100908	ENSMUSG00000100908.1	1	88459683	88465558	Gm28888
ENSMUSG00000107516	ENSMUSG00000107516.1	6	141866358	141875220	Gm30784
ENSMUSG00000099553	ENSMUSG00000099553.1	1	88443969	88462608	Gm29538
ENSMUSG00000098934	ENSMUSG00000098934.1	7	106186404	106189999	Gm18853
ENSMUSG00000074793	ENSMUSG00000074793.10	2	131127280	131146321	Hspa12b
ENSMUSG00000084302	ENSMUSG00000084302.1	11	50126907	50127918	Gm12194
ENSMUSG00000045868	ENSMUSG00000045868.12	7	106156556	106215326	Gvin1
ENSMUSG00000004994	ENSMUSG00000004994.12	8	84257795	84270380	Ccdc130
ENSMUSG00000052301	ENSMUSG00000052301.14	7	126847416	126852705	Doc2a
ENSMUSG00000062310	ENSMUSG00000062310.7	1	88499871	88510066	Glrp1
ENSMUSG00000106282	ENSMUSG00000106282.1	5	86066757	86067895	Gm2287
ENSMUSG00000038593	ENSMUSG00000038593.18	5	122237848	122264460	Tctn1
ENSMUSG00000118305	ENSMUSG00000118305.1	19	8790085	8790464	Gm50131
ENSMUSG00000086929	ENSMUSG00000086929.1	11	120489406	120492394	Gm11788
ENSMUSG00000098097	ENSMUSG00000098097.7	3	120604109	120886733	6530403H02Rik
ENSMUSG00000058624	ENSMUSG00000058624.13	19	21391307	21473445	Gda
ENSMUSG00000100798	ENSMUSG00000100798.1	1	88551517	88562167	Gm19589
ENSMUSG00000059887	ENSMUSG00000059887.7	14	52488791	52495749	Olfr1507
ENSMUSG00000110047	ENSMUSG00000110047.1	8	55055874	55057729	A230085B16Rik
ENSMUSG00000071662	ENSMUSG00000071662.4	19	8793127	8798577	Polr2g
ENSMUSG00000104057	ENSMUSG00000104057.1	1	88653085	88654845	Gm38130
ENSMUSG00000109942	ENSMUSG00000109942.1	8	55043059	55044521	Gm45262
ENSMUSG00000071516	ENSMUSG00000071516.2	13	21716422	21716814	Hist1h2ai
ENSMUSG00000110342	ENSMUSG00000110342.1	8	54959819	54961193	Gm45263
ENSMUSG00000054509	ENSMUSG00000054509.7	14	56575619	56659794	Parp4
ENSMUSG00000100367	ENSMUSG00000100367.1	1	88656308	88658100	Gm29336
ENSMUSG00000118017	ENSMUSG00000118017.1	18	65244287	65252621	Gm29966
ENSMUSG00000098199	ENSMUSG00000098199.1	7	138914388	138915314	Gm9358
ENSMUSG00000037990	ENSMUSG00000037990.18	10	58813359	59138916	Sh3rf3
ENSMUSG00000098945	ENSMUSG00000098945.1	7	106286445	106287482	Gm27150
ENSMUSG00000081336	ENSMUSG00000081336.1	X	145227146	145227779	Gm15073
ENSMUSG00000110319	ENSMUSG00000110319.1	7	138929724	138930216	Gm45668
ENSMUSG00000031198	ENSMUSG00000031198.4	X	75382399	75396459	Fundc2
ENSMUSG00000110249	ENSMUSG00000110249.1	8	55073249	55077134	9330121K16Rik
ENSMUSG00000049866	ENSMUSG00000049866.12	1	88673125	88702221	Arl4c
ENSMUSG00000040549	ENSMUSG00000040549.16	2	91526762	91620664	Ckap5
ENSMUSG00000037935	ENSMUSG00000037935.16	11	99209047	99231017	Smarce1
ENSMUSG00000060240	ENSMUSG00000060240.12	7	141426446	141429491	Cend1
ENSMUSG00000106131	ENSMUSG00000106131.2	14	52508542	52509082	Gm36382
ENSMUSG00000031590	ENSMUSG00000031590.8	8	41397459	41417074	Frg1
ENSMUSG00000083736	ENSMUSG00000083736.1	X	75233063	75234312	Gm6039
ENSMUSG00000027357	ENSMUSG00000027357.16	2	132846666	132866785	Crls1
ENSMUSG00000082192	ENSMUSG00000082192.2	X	49660960	49661299	Gm14719
ENSMUSG00000081633	ENSMUSG00000081633.1	X	75271010	75272938	Gm8522
ENSMUSG00000098188	ENSMUSG00000098188.1	10	59221953	59226434	Sowahc
ENSMUSG00000022589	ENSMUSG00000022589.8	15	74851010	74856318	Cyp11b2
ENSMUSG00000071764	ENSMUSG00000071764.2	X	49672333	49684825	Olfr1320
ENSMUSG00000040751	ENSMUSG00000040751.12	5	134600022	134615025	Lat2
ENSMUSG00000111474	ENSMUSG00000111474.1	10	18743469	18837979	Gm32926
ENSMUSG00000098038	ENSMUSG00000098038.1	10	31639158	31640460	Gm8793
ENSMUSG00000064110	ENSMUSG00000064110.2	9	39667205	39670783	Olfr963
ENSMUSG00000044624	ENSMUSG00000044624.7	10	18779725	18786793	Gm4922
ENSMUSG00000105207	ENSMUSG00000105207.1	3	120735721	120739561	Gm42927
ENSMUSG00000067971	ENSMUSG00000067971.5	X	49723577	49735059	Olfr1321
ENSMUSG00000048106	ENSMUSG00000048106.6	3	19894886	19901033	4632415L05Rik
ENSMUSG00000103781	ENSMUSG00000103781.1	3	19913796	19914355	Gm37523
ENSMUSG00000018340	ENSMUSG00000018340.13	11	54979108	55033445	Anxa6
ENSMUSG00000109630	ENSMUSG00000109630.1	7	12206195	12206353	Gm45364
ENSMUSG00000092476	ENSMUSG00000092476.1	7	12214595	12215545	Vmn1r-ps65
ENSMUSG00000082085	ENSMUSG00000082085.1	X	145264831	145265526	Gm6441
ENSMUSG00000043164	ENSMUSG00000043164.3	3	27866066	27896368	Tmem212
ENSMUSG00000028879	ENSMUSG00000028879.4	4	132853501	132884509	Stx12
ENSMUSG00000030792	ENSMUSG00000030792.8	7	45207519	45212147	Dkkl1
ENSMUSG00000073725	ENSMUSG00000073725.8	1	24678630	24766301	Lmbrd1
ENSMUSG00000029254	ENSMUSG00000029254.16	5	86071746	86106125	Stap1
ENSMUSG00000030689	ENSMUSG00000030689.15	7	126850960	126862377	Ino80e
ENSMUSG00000112824	ENSMUSG00000112824.1	10	54063811	54065069	Gm47917
ENSMUSG00000114896	ENSMUSG00000114896.1	13	59075440	59078296	Gm34245
ENSMUSG00000097069	ENSMUSG00000097069.1	10	54075922	54081081	Gm16998
ENSMUSG00000114218	ENSMUSG00000114218.1	13	58824218	58826994	Gm47423
ENSMUSG00000114437	ENSMUSG00000114437.1	13	59054896	59084093	4930415C11Rik
ENSMUSG00000109653	ENSMUSG00000109653.1	8	84302963	84303733	Gm45608
ENSMUSG00000090038	ENSMUSG00000090038.7	14	56607261	56620513	Gm16573
ENSMUSG00000055254	ENSMUSG00000055254.15	13	58806569	59133970	Ntrk2
ENSMUSG00000015094	ENSMUSG00000015094.16	2	25399351	25409494	Npdc1
ENSMUSG00000020770	ENSMUSG00000020770.13	11	116030322	116061214	Unk
ENSMUSG00000101355	ENSMUSG00000101355.1	13	21717659	21718069	Hist1h3h
ENSMUSG00000101928	ENSMUSG00000101928.1	Y	8257907	8284105	Gm20824
ENSMUSG00000024789	ENSMUSG00000024789.13	19	29251828	29313080	Jak2
ENSMUSG00000101736	ENSMUSG00000101736.1	1	88722366	88722824	Gm29335
ENSMUSG00000114279	ENSMUSG00000114279.1	13	21722044	21722567	Hist1h2bm
ENSMUSG00000061544	ENSMUSG00000061544.13	17	21730795	21769342	Zfp229
ENSMUSG00000041700	ENSMUSG00000041700.9	X	145290359	145349089	Lhfpl1
ENSMUSG00000097509	ENSMUSG00000097509.1	7	35555367	35556935	B230322F03Rik
ENSMUSG00000080076	ENSMUSG00000080076.4	13	21721457	21721808	Hist1h2aj
ENSMUSG00000045319	ENSMUSG00000045319.13	2	6097607	6130211	Proser2
ENSMUSG00000034875	ENSMUSG00000034875.5	7	35547185	35556304	Nudt19
ENSMUSG00000085524	ENSMUSG00000085524.1	2	156451906	156455651	Gm14224
ENSMUSG00000113692	ENSMUSG00000113692.1	12	24512674	24512839	Gm47482
ENSMUSG00000086872	ENSMUSG00000086872.1	2	156445033	156447608	Gm14225
ENSMUSG00000048232	ENSMUSG00000048232.12	4	45034247	45084604	Fbxo10
ENSMUSG00000095457	ENSMUSG00000095457.3	7	106323414	106330688	Gm8989
ENSMUSG00000115766	ENSMUSG00000115766.1	15	18479336	18479799	Gm49139
ENSMUSG00000053541	ENSMUSG00000053541.3	7	106417848	106424469	Gm4759
ENSMUSG00000027624	ENSMUSG00000027624.20	2	156420909	156543214	Epb41l1
ENSMUSG00000067455	ENSMUSG00000067455.5	13	21735064	21735837	Hist1h4j
ENSMUSG00000097398	ENSMUSG00000097398.2	1	88754890	88755736	Platr5
ENSMUSG00000063286	ENSMUSG00000063286.7	7	106504239	106511671	Gm8995
ENSMUSG00000099848	ENSMUSG00000099848.1	1	88868475	88875410	Gm29337
ENSMUSG00000064288	ENSMUSG00000064288.4	13	21750194	21750505	Hist1h4k
ENSMUSG00000063522	ENSMUSG00000063522.5	15	74876987	74897021	Ly6m
ENSMUSG00000073902	ENSMUSG00000073902.5	7	106596743	106604035	Gm1966
ENSMUSG00000025413	ENSMUSG00000025413.13	4	106662256	106678944	Ttc4
ENSMUSG00000026812	ENSMUSG00000026812.16	2	28641228	28691167	Tsc1
ENSMUSG00000063021	ENSMUSG00000063021.3	13	21753435	21753827	Hist1h2ak
ENSMUSG00000049506	ENSMUSG00000049506.7	11	104186327	104191163	Sppl2c
ENSMUSG00000082645	ENSMUSG00000082645.3	5	122253002	122253540	Gm15481
ENSMUSG00000092266	ENSMUSG00000092266.1	5	92736205	92737442	Gm20500
ENSMUSG00000115584	ENSMUSG00000115584.1	14	101981991	101982763	Gm5854
ENSMUSG00000051680	ENSMUSG00000051680.3	7	106675005	106680584	Olfr693
ENSMUSG00000115696	ENSMUSG00000115696.1	14	102437023	102464994	Gm49292
ENSMUSG00000031791	ENSMUSG00000031791.8	8	72572055	72587282	Tmem38a
ENSMUSG00000003531	ENSMUSG00000003531.15	16	18052860	18071632	Dgcr6
ENSMUSG00000116585	ENSMUSG00000116585.1	17	7576190	7578389	Gm33086
ENSMUSG00000018286	ENSMUSG00000018286.6	11	70525367	70527858	Psmb6
ENSMUSG00000095217	ENSMUSG00000095217.1	13	21754123	21754503	Hist1h2bn
ENSMUSG00000114651	ENSMUSG00000114651.1	13	38674133	38674566	Gm6200
ENSMUSG00000116303	ENSMUSG00000116303.1	15	86726495	86726759	Gm49465
ENSMUSG00000085331	ENSMUSG00000085331.1	13	21769125	21770476	Gm11274
ENSMUSG00000114319	ENSMUSG00000114319.1	13	38782161	38825755	Gm47509
ENSMUSG00000114767	ENSMUSG00000114767.1	13	38710054	38908255	Gm46392
ENSMUSG00000035849	ENSMUSG00000035849.14	11	99232761	99244085	Krt222
ENSMUSG00000085082	ENSMUSG00000085082.1	8	66588712	66589008	Gm16330
ENSMUSG00000038932	ENSMUSG00000038932.13	2	180621956	180642708	Tcfl5
ENSMUSG00000033850	ENSMUSG00000033850.5	2	85782017	85787812	Olfr1015
ENSMUSG00000114845	ENSMUSG00000114845.1	13	38775824	38777191	Gm47511
ENSMUSG00000114813	ENSMUSG00000114813.1	13	38723642	38727222	Gm47510
ENSMUSG00000116955	ENSMUSG00000116955.1	17	7645328	7660238	Gm49632
ENSMUSG00000098149	ENSMUSG00000098149.1	8	41608668	41609669	Gapdh-ps14
ENSMUSG00000105865	ENSMUSG00000105865.2	5	72572174	72572432	Gm34144
ENSMUSG00000116171	ENSMUSG00000116171.1	15	86737826	86766140	4930543I03Rik
ENSMUSG00000094568	ENSMUSG00000094568.1	8	41657593	41658669	Smarce1-ps1
ENSMUSG00000104788	ENSMUSG00000104788.1	14	52538652	52540876	Gm36448
ENSMUSG00000105243	ENSMUSG00000105243.1	3	121020486	121020776	Gm43444
ENSMUSG00000114949	ENSMUSG00000114949.1	13	38917153	38919219	Gm47530
ENSMUSG00000090381	ENSMUSG00000090381.2	14	24069734	24070637	Gm6158
ENSMUSG00000108069	ENSMUSG00000108069.1	8	41923520	41927130	Hspd1-ps1
ENSMUSG00000114722	ENSMUSG00000114722.1	14	24044343	24075908	Gm31392
ENSMUSG00000102046	ENSMUSG00000102046.1	8	41827267	42046202	2810404M03Rik
ENSMUSG00000037568	ENSMUSG00000037568.12	1	190947646	190979296	Vash2
ENSMUSG00000019774	ENSMUSG00000019774.8	10	5811887	5823910	Mtrf1l
ENSMUSG00000104749	ENSMUSG00000104749.1	3	121029086	121029782	Gm42926
ENSMUSG00000075209	ENSMUSG00000075209.3	2	85797618	85802544	Olfr1016
ENSMUSG00000085459	ENSMUSG00000085459.1	11	61527755	61528577	Gm12272
ENSMUSG00000093405	ENSMUSG00000093405.1	7	65861006	65861992	Gm20684
ENSMUSG00000030512	ENSMUSG00000030512.13	7	66059003	66074587	Snrpa1
ENSMUSG00000083097	ENSMUSG00000083097.3	2	153826171	153826605	Gm14494
ENSMUSG00000028684	ENSMUSG00000028684.14	4	116989965	116994413	Urod
ENSMUSG00000044083	ENSMUSG00000044083.12	2	153779931	153844751	Efcab8
ENSMUSG00000027570	ENSMUSG00000027570.15	2	180597790	180622189	Col9a3
ENSMUSG00000100239	ENSMUSG00000100239.1	Y	8344310	8345010	Gm28146
ENSMUSG00000099182	ENSMUSG00000099182.1	6	7643906	7644542	Gm8676
ENSMUSG00000100460	ENSMUSG00000100460.1	Y	8357996	8358375	Gm28145
ENSMUSG00000101331	ENSMUSG00000101331.1	Y	8381405	8382101	Gm28148
ENSMUSG00000057193	ENSMUSG00000057193.8	9	21320698	21355028	Slc44a2
ENSMUSG00000046589	ENSMUSG00000046589.7	8	4226827	4237470	Lrrc8e
ENSMUSG00000086575	ENSMUSG00000086575.1	2	132845999	132847256	Gm14104
ENSMUSG00000106704	ENSMUSG00000106704.1	5	75246443	75246770	Gm42799
ENSMUSG00000008435	ENSMUSG00000008435.15	7	4424770	4445649	Rdh13
ENSMUSG00000107566	ENSMUSG00000107566.1	6	114751530	114751962	Gm44332
ENSMUSG00000103403	ENSMUSG00000103403.1	1	74307848	74310713	Gm37931
ENSMUSG00000026179	ENSMUSG00000026179.14	1	74284930	74353694	Pnkd
ENSMUSG00000109011	ENSMUSG00000109011.1	7	106685003	106685198	Gm44857
ENSMUSG00000064223	ENSMUSG00000064223.4	7	106684980	106691814	Olfr694
ENSMUSG00000043661	ENSMUSG00000043661.3	X	103525316	103526330	Gm9785
ENSMUSG00000114880	ENSMUSG00000114880.1	14	24170160	24170986	Gm49098
ENSMUSG00000028318	ENSMUSG00000028318.14	4	45018583	45036565	Polr1e
ENSMUSG00000107395	ENSMUSG00000107395.1	6	114789390	114789777	Gm44331
ENSMUSG00000082812	ENSMUSG00000082812.1	X	103514922	103515350	Gm14860
ENSMUSG00000058773	ENSMUSG00000058773.2	13	21779883	21780625	Hist1h1b
ENSMUSG00000082383	ENSMUSG00000082383.2	X	103506812	103507589	Gm9670
ENSMUSG00000021782	ENSMUSG00000021782.14	14	24133953	24245920	Dlg5
ENSMUSG00000101972	ENSMUSG00000101972.1	13	21782960	21783370	Hist1h3i
ENSMUSG00000115957	ENSMUSG00000115957.1	15	86923637	86924082	Gm49466
ENSMUSG00000114991	ENSMUSG00000114991.1	14	48360578	48362615	1700128I11Rik
ENSMUSG00000034462	ENSMUSG00000034462.9	5	104459450	104505819	Pkd2
ENSMUSG00000066491	ENSMUSG00000066491.4	12	56373593	56373823	Cox6c2
ENSMUSG00000108948	ENSMUSG00000108948.3	7	106711031	106716396	Olfr695
ENSMUSG00000107411	ENSMUSG00000107411.1	6	114738534	114743259	Gm19040
ENSMUSG00000112626	ENSMUSG00000112626.1	12	56409939	56410557	Gm18027
ENSMUSG00000031552	ENSMUSG00000031552.13	8	24602246	24674755	Adam18
ENSMUSG00000039789	ENSMUSG00000039789.7	16	3858321	3884561	Zfp597
ENSMUSG00000101366	ENSMUSG00000101366.1	Y	8412716	8415081	Gm28147
ENSMUSG00000031988	ENSMUSG00000031988.10	9	27007771	27030065	Vps26b
ENSMUSG00000028370	ENSMUSG00000028370.7	4	65124174	65357509	Pappa
ENSMUSG00000102887	ENSMUSG00000102887.1	2	6132869	6140568	Gm10857
ENSMUSG00000082332	ENSMUSG00000082332.2	2	6132208	6133956	Gm13384
ENSMUSG00000112388	ENSMUSG00000112388.1	12	76546972	76547943	AI463170
ENSMUSG00000031145	ENSMUSG00000031145.15	X	7657260	7668186	Prickle3
ENSMUSG00000032726	ENSMUSG00000032726.12	4	123312645	123343252	Bmp8a
ENSMUSG00000020185	ENSMUSG00000020185.16	10	110745439	110787384	E2f7
ENSMUSG00000093575	ENSMUSG00000093575.1	16	3884648	3919517	Gm20695
ENSMUSG00000052609	ENSMUSG00000052609.9	12	76530891	76580488	Plekhg3
ENSMUSG00000105515	ENSMUSG00000105515.1	5	15805564	15806744	Gm42454
ENSMUSG00000083579	ENSMUSG00000083579.2	16	3926428	3926740	Gm15538
ENSMUSG00000014232	ENSMUSG00000014232.14	16	3908801	3941147	Cluap1
ENSMUSG00000101333	ENSMUSG00000101333.1	1	88932319	88933573	Gm4753
ENSMUSG00000109833	ENSMUSG00000109833.1	11	70532232	70532939	Gm40193
ENSMUSG00000100880	ENSMUSG00000100880.2	15	74924444	74925296	Gm6610
ENSMUSG00000110121	ENSMUSG00000110121.1	7	12220096	12220442	Gm45367
ENSMUSG00000110042	ENSMUSG00000110042.1	7	12221316	12225807	Gm4224
ENSMUSG00000099378	ENSMUSG00000099378.1	1	89016113	89022210	1700067G17Rik
ENSMUSG00000041415	ENSMUSG00000041415.10	12	104687742	104751952	Dicer1
ENSMUSG00000101216	ENSMUSG00000101216.1	Y	68744295	68744990	Gm29451
ENSMUSG00000039194	ENSMUSG00000039194.16	7	79374870	79387048	Rlbp1
ENSMUSG00000082312	ENSMUSG00000082312.1	11	10239337	10240251	Gm11996
ENSMUSG00000116380	ENSMUSG00000116380.1	15	74929437	74936316	Gm39556
ENSMUSG00000099544	ENSMUSG00000099544.1	1	89048974	89049216	Gm18699
ENSMUSG00000115027	ENSMUSG00000115027.1	7	12247241	12268269	Vmn1r81
ENSMUSG00000096792	ENSMUSG00000096792.2	3	88376023	88377075	Gm21956
ENSMUSG00000099600	ENSMUSG00000099600.1	15	74953330	74953480	Gm29126
ENSMUSG00000025525	ENSMUSG00000025525.12	X	112311334	112372755	Apool
ENSMUSG00000003934	ENSMUSG00000003934.5	11	69554092	69560205	Efnb3
ENSMUSG00000021255	ENSMUSG00000021255.17	12	86361117	86521628	Esrrb
ENSMUSG00000100032	ENSMUSG00000100032.1	Y	68806596	68832728	Gm20817
ENSMUSG00000106674	ENSMUSG00000106674.1	5	149641610	149647790	Gm20005
ENSMUSG00000084045	ENSMUSG00000084045.1	11	10376770	10377082	Gm11997
ENSMUSG00000104080	ENSMUSG00000104080.1	9	83174647	83175777	Gm38279
ENSMUSG00000081271	ENSMUSG00000081271.1	X	18343798	18343954	Gm14883
ENSMUSG00000101080	ENSMUSG00000101080.1	Y	68898829	68901325	Gm28633
ENSMUSG00000098747	ENSMUSG00000098747.7	9	83240481	83254540	Gm27216
ENSMUSG00000035443	ENSMUSG00000035443.10	9	26999710	27007336	Thyn1
ENSMUSG00000031146	ENSMUSG00000031146.6	X	7667941	7671390	Plp2
ENSMUSG00000058132	ENSMUSG00000058132.5	7	12300430	12308582	Vmn1r82
ENSMUSG00000100308	ENSMUSG00000100308.1	Y	68951290	68951983	Gm29410
ENSMUSG00000099452	ENSMUSG00000099452.1	15	75076210	75079094	Gm28502
ENSMUSG00000056043	ENSMUSG00000056043.5	7	35578993	35585582	Rgs9bp
ENSMUSG00000066804	ENSMUSG00000066804.3	7	12319707	12329481	Vmn1r83
ENSMUSG00000080002	ENSMUSG00000080002.2	5	149660765	149661223	Gm5566
ENSMUSG00000015085	ENSMUSG00000015085.8	2	25395874	25401321	Entpd2
ENSMUSG00000111443	ENSMUSG00000111443.1	9	83346159	83353978	Gm46123
ENSMUSG00000100127	ENSMUSG00000100127.6	15	63914448	63925666	Gsdmcl-ps
ENSMUSG00000050830	ENSMUSG00000050830.17	11	11114223	11268931	Vwc2
ENSMUSG00000028678	ENSMUSG00000028678.13	4	117159639	117182639	Kif2c
ENSMUSG00000110508	ENSMUSG00000110508.1	8	107690626	107690844	Gm8940
ENSMUSG00000110625	ENSMUSG00000110625.1	8	107869685	107885011	5033426E14Rik
ENSMUSG00000101142	ENSMUSG00000101142.1	Y	8498822	8499519	Gm28142
ENSMUSG00000100047	ENSMUSG00000100047.1	Y	8517395	8517736	Gm28141
ENSMUSG00000051950	ENSMUSG00000051950.10	5	149678230	149762599	B3glct
ENSMUSG00000115816	ENSMUSG00000115816.1	14	102818164	102834758	Gm34589
ENSMUSG00000080790	ENSMUSG00000080790.1	16	11185133	11186099	Gm7638
ENSMUSG00000107198	ENSMUSG00000107198.1	5	91257571	91283421	Gm19619
ENSMUSG00000081052	ENSMUSG00000081052.1	16	11190254	11191265	Gm6305
ENSMUSG00000026159	ENSMUSG00000026159.13	1	82839483	82901182	Agfg1
ENSMUSG00000096959	ENSMUSG00000096959.1	16	11178176	11192292	4930509G22Rik
ENSMUSG00000116317	ENSMUSG00000116317.1	16	15000322	15000489	Gm49536
ENSMUSG00000106303	ENSMUSG00000106303.1	5	87351480	87364818	Gm7652
ENSMUSG00000069315	ENSMUSG00000069315.2	16	15216859	15217328	Gm7731
ENSMUSG00000105192	ENSMUSG00000105192.1	5	87355835	87356921	Gm42796
ENSMUSG00000116213	ENSMUSG00000116213.1	16	15218844	15221508	Gm5404
ENSMUSG00000104664	ENSMUSG00000104664.1	5	87369803	87370483	Gm35570
ENSMUSG00000106397	ENSMUSG00000106397.1	5	87376158	87379920	Gm21049
ENSMUSG00000021538	ENSMUSG00000021538.3	13	56479277	56482246	Il9
ENSMUSG00000106132	ENSMUSG00000106132.1	5	87401319	87402978	Gm43370
ENSMUSG00000050714	ENSMUSG00000050714.9	2	37432168	37443135	Zbtb26
ENSMUSG00000050875	ENSMUSG00000050875.11	18	59062248	59076962	Minar2
ENSMUSG00000020661	ENSMUSG00000020661.15	12	3806007	3914443	Dnmt3a
