Gene stable ID	Gene stable ID version	Gene start (bp)	Gene end (bp)	Chromosome/scaffold name	Gene name
ENSG00000140988	ENSG00000140988.11	2012053	2014861	16	RPS2
ENSG00000140990	ENSG00000140990.10	2009509	2011976	16	NDUFB10
ENSG00000140992	ENSG00000140992.14	2587965	2653189	16	PDPK1
ENSG00000140993	ENSG00000140993.6	3348832	3355729	16	TIGD7
ENSG00000140995	ENSG00000140995.12	90014333	90034468	16	DEF8
ENSG00000141002	ENSG00000141002.14	89940000	89977792	16	TCF25
ENSG00000141012	ENSG00000141012.8	88880142	88923378	16	GALNS
ENSG00000141013	ENSG00000141013.10	90086037	90111383	16	GAS8
ENSG00000141026	ENSG00000141026.4	17380300	17396540	17	MED9
ENSG00000141027	ENSG00000141027.16	15932471	16121499	17	NCOR1
ENSG00000141028	ENSG00000141028.6	13927831	13928805	17	CDRT15P1
ENSG00000141030	ENSG00000141030.8	17150141	17184607	17	COPS3
ENSG00000141034	ENSG00000141034.5	17942606	17971718	17	GID4
ENSG00000141040	ENSG00000141040.10	16454701	16472520	17	ZNF287
ENSG00000141052	ENSG00000141052.13	12569207	12672266	17	MYOCD
ENSG00000141068	ENSG00000141068.9	25783670	25953461	17	KSR1
ENSG00000141076	ENSG00000141076.13	69165194	69265033	16	CIRH1A
ENSG00000141084	ENSG00000141084.6	67757005	67840555	16	RANBP10
ENSG00000141086	ENSG00000141086.13	67961543	67966317	16	CTRL
ENSG00000141096	ENSG00000141096.4	68009566	68014732	16	DPEP3
ENSG00000141098	ENSG00000141098.8	67708434	67753324	16	GFOD2
ENSG00000141101	ENSG00000141101.8	69775770	69788843	16	NOB1
ENSG00000141127	ENSG00000141127.10	18743398	18834581	17	PRPSAP2
ENSG00000141140	ENSG00000141140.12	34851477	34899284	17	MYO19
ENSG00000141141	ENSG00000141141.10	35969787	36003493	17	DDX52
ENSG00000141150	ENSG00000141150.3	34058668	34070540	17	RASL10B
ENSG00000141161	ENSG00000141161.7	33474836	33516364	17	UNC45B
ENSG00000141179	ENSG00000141179.9	53828340	53920191	17	PCTP
ENSG00000141194	ENSG00000141194.5	56232494	56233517	17	OR4D1
ENSG00000141198	ENSG00000141198.9	52976748	53039310	17	TOM1L1
ENSG00000141200	ENSG00000141200.6	51900239	51902573	17	KIF2B
ENSG00000141219	ENSG00000141219.11	71228372	71245091	17	C17orf80
ENSG00000141232	ENSG00000141232.4	48939584	48945339	17	TOB1
ENSG00000141252	ENSG00000141252.15	411908	624957	17	VPS53
ENSG00000141255	ENSG00000141255.8	3343313	3417146	17	SPATA22
ENSG00000141258	ENSG00000141258.8	2240792	2284352	17	SGSM2
ENSG00000141279	ENSG00000141279.11	45600308	45700642	17	NPEPPS
ENSG00000141293	ENSG00000141293.11	46210802	46507637	17	SKAP1
ENSG00000141294	ENSG00000141294.5	45908993	45915079	17	LRRC46
ENSG00000141295	ENSG00000141295.9	45915058	45918699	17	SCRN2
ENSG00000141298	ENSG00000141298.13	27952956	28257294	17	SSH2
ENSG00000141314	ENSG00000141314.8	30593195	30651680	17	RHBDL3
ENSG00000141316	ENSG00000141316.8	31297394	31324895	17	SPACA3
ENSG00000141337	ENSG00000141337.8	66255323	66418872	17	ARSG
ENSG00000141338	ENSG00000141338.9	66863433	66951533	17	ABCA8
ENSG00000141349	ENSG00000141349.4	42148103	42153709	17	G6PC3
ENSG00000141367	ENSG00000141367.7	57697219	57773671	17	CLTC
ENSG00000141371	ENSG00000141371.8	58469790	58508782	17	C17orf64
ENSG00000141376	ENSG00000141376.16	58754814	59470199	17	BCAS3
ENSG00000141378	ENSG00000141378.13	57751997	57784987	17	PTRH2
ENSG00000141380	ENSG00000141380.9	23596578	23671181	18	SS18
ENSG00000141384	ENSG00000141384.7	23805900	23971649	18	TAF4B
ENSG00000141385	ENSG00000141385.5	12328943	12377313	18	AFG3L2
ENSG00000141391	ENSG00000141391.9	12407895	12432237	18	SLMO1
ENSG00000141401	ENSG00000141401.7	11981024	12030876	18	IMPA2
ENSG00000141404	ENSG00000141404.11	11688955	11885684	18	GNAL
ENSG00000141424	ENSG00000141424.8	33688495	33709348	18	SLC39A6
ENSG00000141425	ENSG00000141425.13	33564350	33647539	18	RPRD1A
ENSG00000141428	ENSG00000141428.12	33552046	33559241	18	C18orf21
ENSG00000141429	ENSG00000141429.9	33161081	33291798	18	GALNT1
ENSG00000141431	ENSG00000141431.5	31158579	31331156	18	ASXL3
ENSG00000141433	ENSG00000141433.8	904944	912173	18	ADCYAP1
ENSG00000141434	ENSG00000141434.7	29765032	29800367	18	MEP1B
ENSG00000141437	ENSG00000141437.7	29339525	29340843	18	SLC25A52
ENSG00000141441	ENSG00000141441.11	29704840	30050447	18	GAREM
ENSG00000141446	ENSG00000141446.6	19109242	19180845	18	ESCO1
ENSG00000141447	ENSG00000141447.12	21742008	21977844	18	OSBPL1A
ENSG00000141448	ENSG00000141448.4	19749404	19782491	18	GATA6
ENSG00000141449	ENSG00000141449.10	18822203	19105378	18	GREB1L
ENSG00000141452	ENSG00000141452.5	21083473	21111746	18	C18orf8
ENSG00000141456	ENSG00000141456.10	4574679	4607632	17	PELP1
ENSG00000141458	ENSG00000141458.8	21086148	21166862	18	NPC1
ENSG00000141469	ENSG00000141469.12	43304092	43332485	18	SLC14A1
ENSG00000141480	ENSG00000141480.13	4613784	4624794	17	ARRB2
ENSG00000141485	ENSG00000141485.11	6588032	6616886	17	SLC13A5
ENSG00000141497	ENSG00000141497.9	4643319	4649411	17	ZMYND15
ENSG00000141499	ENSG00000141499.12	7589389	7606820	17	WRAP53
ENSG00000141503	ENSG00000141503.11	4736683	4801356	17	MINK1
ENSG00000141504	ENSG00000141504.7	7529552	7531194	17	SAT2
ENSG00000141505	ENSG00000141505.7	7076750	7082883	17	ASGR1
ENSG00000141506	ENSG00000141506.9	8782233	8869029	17	PIK3R5
ENSG00000141510	ENSG00000141510.11	7565097	7590856	17	TP53
ENSG00000141519	ENSG00000141519.10	78010435	78074412	17	CCDC40
ENSG00000141522	ENSG00000141522.7	79825597	79829282	17	ARHGDIA
ENSG00000141524	ENSG00000141524.11	76106539	76128488	17	TMC6
ENSG00000141526	ENSG00000141526.10	80186273	80219005	17	SLC16A3
ENSG00000141527	ENSG00000141527.12	78143791	78183130	17	CARD14
ENSG00000141540	ENSG00000141540.6	72209653	72258155	17	TTYH2
ENSG00000141542	ENSG00000141542.6	80612849	80656604	17	RAB40B
ENSG00000141543	ENSG00000141543.5	78109013	78120982	17	EIF4A3
ENSG00000141551	ENSG00000141551.10	80196899	80231607	17	CSNK1D
ENSG00000141552	ENSG00000141552.13	79848666	79858867	17	ANAPC11
ENSG00000141556	ENSG00000141556.16	80709940	80900724	17	TBCD
ENSG00000141560	ENSG00000141560.10	80674559	80688204	17	FN3KRP
ENSG00000141562	ENSG00000141562.13	80416056	80448413	17	NARF
ENSG00000141564	ENSG00000141564.9	78518619	78940171	17	RPTOR
ENSG00000141568	ENSG00000141568.15	80477589	80602538	17	FOXK2
ENSG00000141569	ENSG00000141569.6	73876416	73893084	17	TRIM65
ENSG00000141570	ENSG00000141570.6	77765931	77775482	17	CBX8
ENSG00000141574	ENSG00000141574.3	80278900	80291950	17	SECTM1
ENSG00000141576	ENSG00000141576.10	74138534	74236454	17	RNF157
ENSG00000141577	ENSG00000141577.9	79163393	79196799	17	AZI1
ENSG00000141579	ENSG00000141579.6	80787311	80798454	17	ZNF750
ENSG00000141580	ENSG00000141580.11	80572438	80606429	17	WDR45B
ENSG00000141582	ENSG00000141582.10	77806955	77813228	17	CBX4
ENSG00000141622	ENSG00000141622.9	43906772	44043103	18	RNF165
ENSG00000141627	ENSG00000141627.9	46570039	46987717	18	DYM
ENSG00000141639	ENSG00000141639.7	48086448	48258194	18	MAPK4
ENSG00000141642	ENSG00000141642.4	48494361	48514491	18	ELAC1
ENSG00000141644	ENSG00000141644.13	47793252	47808144	18	MBD1
ENSG00000141646	ENSG00000141646.9	48494410	48611415	18	SMAD4
ENSG00000141655	ENSG00000141655.11	59992520	60058516	18	TNFRSF11A
ENSG00000141664	ENSG00000141664.5	60190240	60254942	18	ZCCHC2
ENSG00000141665	ENSG00000141665.7	71740588	71815100	18	FBXO15
ENSG00000141668	ENSG00000141668.5	70203915	70305756	18	CBLN2
ENSG00000141682	ENSG00000141682.11	57567180	57571538	18	PMAIP1
ENSG00000141696	ENSG00000141696.8	39958199	39968856	17	LEPREL4
ENSG00000141698	ENSG00000141698.12	39981335	39992523	17	NT5C3B
ENSG00000141699	ENSG00000141699.6	40731531	40762641	17	FAM134C
ENSG00000141720	ENSG00000141720.7	36921942	36956379	17	PIP4K2B
ENSG00000141736	ENSG00000141736.9	37844167	37886679	17	ERBB2
ENSG00000141738	ENSG00000141738.9	37894180	37903544	17	GRB7
ENSG00000141741	ENSG00000141741.7	37884749	37887040	17	MIEN1
ENSG00000141744	ENSG00000141744.3	37824234	37826728	17	PNMT
ENSG00000141748	ENSG00000141748.8	37313147	37323737	17	ARL5C
ENSG00000141750	ENSG00000141750.6	37366789	37382125	17	STAC2
ENSG00000141753	ENSG00000141753.5	38599702	38613983	17	IGFBP4
ENSG00000141756	ENSG00000141756.14	39968932	39979465	17	FKBP10
ENSG00000141759	ENSG00000141759.10	77732867	77793949	18	TXNL4A
ENSG00000141837	ENSG00000141837.14	13317256	13734804	19	CACNA1A
ENSG00000141854	ENSG00000141854.3	14183348	14185874	19	hsa-mir-1199
ENSG00000141858	ENSG00000141858.7	14198652	14201848	19	SAMD1
ENSG00000141867	ENSG00000141867.13	15347647	15443356	19	BRD4
ENSG00000141873	ENSG00000141873.6	2732202	2740150	19	SLC39A3
ENSG00000141905	ENSG00000141905.13	3359561	3469215	19	NFIC
ENSG00000141933	ENSG00000141933.8	507299	519654	19	TPGS1
ENSG00000141934	ENSG00000141934.5	281040	291393	19	PPAP2C
ENSG00000141946	ENSG00000141946.1	57645464	57656570	19	ZIM3
ENSG00000141956	ENSG00000141956.9	43218385	43299591	21	PRDM15
ENSG00000141959	ENSG00000141959.12	45719934	45747259	21	PFKL
ENSG00000141965	ENSG00000141965.3	4791728	4795571	19	FEM1A
ENSG00000141968	ENSG00000141968.3	6772725	6857377	19	VAV1
ENSG00000141971	ENSG00000141971.8	17516531	17544533	19	MVB12A
ENSG00000141977	ENSG00000141977.5	16272179	16284336	19	CIB3
ENSG00000141979	ENSG00000141979.4	16589878	16739015	19	CTD-3222D19.2
ENSG00000141985	ENSG00000141985.5	4360367	4400544	19	SH3GL1
ENSG00000141994	ENSG00000141994.11	5784843	5791249	19	DUS3L
ENSG00000142002	ENSG00000142002.12	4675236	4724685	19	DPP9
ENSG00000142025	ENSG00000142025.11	42348806	42356401	19	DMRTC2
ENSG00000142039	ENSG00000142039.3	41816094	41830788	19	CCDC97
ENSG00000142046	ENSG00000142046.10	41856816	41889988	19	TMEM91
ENSG00000142065	ENSG00000142065.9	36827162	36870101	19	ZFP14
ENSG00000142082	ENSG00000142082.10	215458	236931	11	SIRT3
ENSG00000142089	ENSG00000142089.11	319669	327537	11	IFITM3
ENSG00000142102	ENSG00000142102.11	289135	296107	11	ATHL1
ENSG00000142149	ENSG00000142149.4	33245628	33416946	21	HUNK
ENSG00000142156	ENSG00000142156.10	47401651	47424964	21	COL6A1
ENSG00000142163	ENSG00000142163.6	3019717	3020660	17	OR1E3
ENSG00000142166	ENSG00000142166.8	34696734	34732168	21	IFNAR1
ENSG00000142168	ENSG00000142168.10	33031935	33041244	21	SOD1
ENSG00000142173	ENSG00000142173.10	47518011	47552763	21	COL6A2
ENSG00000142178	ENSG00000142178.7	44834395	44847008	21	SIK1
ENSG00000142182	ENSG00000142182.4	45666222	45682099	21	DNMT3L
ENSG00000142185	ENSG00000142185.12	45770046	45862964	21	TRPM2
ENSG00000142186	ENSG00000142186.12	65292548	65306175	11	SCYL1
ENSG00000142188	ENSG00000142188.12	34804792	34852318	21	TMEM50B
ENSG00000142192	ENSG00000142192.16	27252861	27543446	21	APP
ENSG00000142197	ENSG00000142197.8	37529080	37666572	21	DOPEY2
ENSG00000142207	ENSG00000142207.5	33683329	33765335	21	URB1
ENSG00000142208	ENSG00000142208.11	105235686	105262088	14	AKT1
ENSG00000142224	ENSG00000142224.11	206972215	207016324	1	IL19
ENSG00000142227	ENSG00000142227.6	48824766	48833810	19	EMP3
ENSG00000142230	ENSG00000142230.7	47616531	47713886	19	SAE1
ENSG00000142233	ENSG00000142233.7	49164664	49176338	19	NTN5
ENSG00000142235	ENSG00000142235.4	48988528	49016446	19	LMTK3
ENSG00000142252	ENSG00000142252.6	45582453	45594782	19	GEMIN7
ENSG00000142273	ENSG00000142273.6	45281126	45303891	19	CBLC
ENSG00000142279	ENSG00000142279.8	34971874	34997258	19	WTIP
ENSG00000142303	ENSG00000142303.9	8645126	8675620	19	ADAMTS10
ENSG00000142319	ENSG00000142319.14	1392909	1445545	5	SLC6A3
ENSG00000142327	ENSG00000142327.7	241505221	241520789	2	RNPEPL1
ENSG00000142330	ENSG00000142330.15	241526133	241557122	2	CAPN10
ENSG00000142347	ENSG00000142347.12	8585674	8642461	19	MYO1F
ENSG00000142396	ENSG00000142396.6	58816715	58827023	19	ERVK3-1
ENSG00000142405	ENSG00000142405.17	54296857	54327648	19	NLRP12
ENSG00000142408	ENSG00000142408.2	54466294	54493469	19	CACNG8
ENSG00000142409	ENSG00000142409.4	56598732	56632649	19	ZNF787
ENSG00000142444	ENSG00000142444.6	11039409	11044211	19	C19orf52
ENSG00000142449	ENSG00000142449.8	8130286	8214730	19	FBN3
ENSG00000142453	ENSG00000142453.7	10982189	11033453	19	CARM1
ENSG00000142459	ENSG00000142459.4	7895119	7929862	19	EVI5L
ENSG00000142484	ENSG00000142484.5	4675179	4686506	17	TM4SF5
ENSG00000142494	ENSG00000142494.9	19398698	19482347	17	SLC47A1
ENSG00000142507	ENSG00000142507.5	4699439	4701790	17	PSMB6
ENSG00000142511	ENSG00000142511.4	51273721	51274989	19	GPR32
ENSG00000142512	ENSG00000142512.10	51913275	51921057	19	SIGLEC10
ENSG00000142513	ENSG00000142513.4	51293672	51298481	19	ACPT
ENSG00000142515	ENSG00000142515.10	51358171	51364020	19	KLK3
ENSG00000142528	ENSG00000142528.11	50528971	50556671	19	ZNF473
ENSG00000142530	ENSG00000142530.6	50970042	50980010	19	FAM71E1
ENSG00000142534	ENSG00000142534.2	49999622	50002946	19	RPS11
ENSG00000142538	ENSG00000142538.1	49925671	49926698	19	PTH2
ENSG00000142539	ENSG00000142539.9	50919056	50931666	19	CTD-2545M3.6
ENSG00000142541	ENSG00000142541.12	49990811	49995565	19	RPL13A
ENSG00000142544	ENSG00000142544.6	51600863	51611627	19	CTU1
ENSG00000142546	ENSG00000142546.9	50058968	50093519	19	NOSIP
ENSG00000142549	ENSG00000142549.9	51815102	51833608	19	IGLON5
ENSG00000142552	ENSG00000142552.3	50030875	50050219	19	RCN3
ENSG00000142556	ENSG00000142556.14	52516018	52533493	19	ZNF614
ENSG00000142583	ENSG00000142583.13	9095166	9148537	1	SLC2A5
ENSG00000142599	ENSG00000142599.13	8412457	8877702	1	RERE
ENSG00000142606	ENSG00000142606.11	2522078	2564481	1	MMEL1
ENSG00000142609	ENSG00000142609.13	1853396	1935276	1	C1orf222
ENSG00000142611	ENSG00000142611.12	2985732	3355185	1	PRDM16
ENSG00000142615	ENSG00000142615.7	15783223	15798586	1	CELA2A
ENSG00000142619	ENSG00000142619.4	17575593	17610728	1	PADI3
ENSG00000142621	ENSG00000142621.15	15573768	15726779	1	FHAD1
ENSG00000142623	ENSG00000142623.8	17531621	17572500	1	PADI1
ENSG00000142627	ENSG00000142627.9	16450832	16482582	1	EPHA2
ENSG00000142632	ENSG00000142632.12	16524349	16539104	1	ARHGEF19
ENSG00000142634	ENSG00000142634.8	15736391	15756839	1	EFHD2
ENSG00000142655	ENSG00000142655.8	10532345	10690815	1	PEX14
ENSG00000142657	ENSG00000142657.16	10458649	10480201	1	PGD
ENSG00000142661	ENSG00000142661.14	24382525	24438665	1	MYOM3
ENSG00000142669	ENSG00000142669.9	26605667	26608007	1	SH3BGRL3
ENSG00000142675	ENSG00000142675.13	26503894	26516377	1	CNKSR1
ENSG00000142676	ENSG00000142676.8	24018269	24022915	1	RPL11
ENSG00000142677	ENSG00000142677.3	24446261	24469611	1	IL22RA1
ENSG00000142684	ENSG00000142684.7	26496362	26498551	1	ZNF593
ENSG00000142686	ENSG00000142686.7	36179476	36185073	1	C1orf216
ENSG00000142687	ENSG00000142687.13	35899091	36023551	1	KIAA0319L
ENSG00000142694	ENSG00000142694.6	36787632	36789755	1	EVA1B
ENSG00000142698	ENSG00000142698.10	34632484	34684732	1	C1orf94
ENSG00000142700	ENSG00000142700.7	50883222	50889172	1	DMRTA2
ENSG00000142731	ENSG00000142731.6	128802016	128820350	4	PLK4
ENSG00000142733	ENSG00000142733.10	27681675	27693383	1	MAP3K6
ENSG00000142748	ENSG00000142748.8	27695603	27701315	1	FCN3
ENSG00000142751	ENSG00000142751.10	27202624	27216788	1	GPN2
ENSG00000142765	ENSG00000142765.13	27668513	27680421	1	SYTL1
ENSG00000142784	ENSG00000142784.11	27561007	27635110	1	WDTC1
ENSG00000142789	ENSG00000142789.15	22328149	22339032	1	CELA3A
ENSG00000142794	ENSG00000142794.14	21766621	21811498	1	NBPF3
ENSG00000142798	ENSG00000142798.12	22148738	22263790	1	HSPG2
ENSG00000142856	ENSG00000142856.12	63906441	64059392	1	ITGB3BP
ENSG00000142864	ENSG00000142864.10	67873493	67896098	1	SERBP1
ENSG00000142867	ENSG00000142867.8	85731931	85742773	1	BCL10
ENSG00000142871	ENSG00000142871.11	86046444	86049645	1	CYR61
ENSG00000142875	ENSG00000142875.15	84543745	84704181	1	PRKACB
ENSG00000142892	ENSG00000142892.10	77554675	77685115	1	PIGK
ENSG00000142910	ENSG00000142910.11	32042116	32053288	1	TINAGL1
ENSG00000142920	ENSG00000142920.12	33546705	33586131	1	ADC
ENSG00000142937	ENSG00000142937.7	45240923	45244451	1	RPS8
ENSG00000142945	ENSG00000142945.8	45205490	45233439	1	KIF2C
ENSG00000142949	ENSG00000142949.12	43990858	44089343	1	PTPRF
ENSG00000142959	ENSG00000142959.4	45249257	45253377	1	BEST4
ENSG00000142961	ENSG00000142961.10	47073387	47082563	1	MOB3C
ENSG00000142973	ENSG00000142973.8	47223510	47285085	1	CYP4B1
ENSG00000143001	ENSG00000143001.4	55446465	55457966	1	TMEM61
ENSG00000143006	ENSG00000143006.7	53925072	53933161	1	DMRTB1
ENSG00000143013	ENSG00000143013.8	87794151	87814606	1	LMO4
ENSG00000143028	ENSG00000143028.7	110009180	110024759	1	SYPL2
ENSG00000143032	ENSG00000143032.7	91177096	91182794	1	BARHL2
ENSG00000143033	ENSG00000143033.13	93544792	93604638	1	MTF2
ENSG00000143036	ENSG00000143036.12	95285898	95360802	1	SLC44A3
ENSG00000143061	ENSG00000143061.13	117117031	117210375	1	IGSF3
ENSG00000143067	ENSG00000143067.4	120162045	120190396	1	ZNF697
ENSG00000143079	ENSG00000143079.10	112938803	113006078	1	CTTNBP2NL
ENSG00000143093	ENSG00000143093.10	110574199	110617263	1	STRIP1
ENSG00000143105	ENSG00000143105.5	111059839	111061797	1	KCNA10
ENSG00000143106	ENSG00000143106.8	109941653	109969062	1	PSMA5
ENSG00000143107	ENSG00000143107.4	109255279	109285365	1	FNDC7
ENSG00000143110	ENSG00000143110.7	112016414	112021134	1	C1orf162
ENSG00000143119	ENSG00000143119.8	111415775	111442550	1	CD53
ENSG00000143125	ENSG00000143125.5	110993822	110999976	1	PROK1
ENSG00000143126	ENSG00000143126.7	109792641	109818372	1	CELSR2
ENSG00000143127	ENSG00000143127.8	145524891	145543868	1	ITGA10
ENSG00000143140	ENSG00000143140.6	147228332	147245484	1	GJA5
ENSG00000143147	ENSG00000143147.10	168053997	168106821	1	GPR161
ENSG00000143149	ENSG00000143149.8	165631453	165668100	1	ALDH9A1
ENSG00000143153	ENSG00000143153.8	169074935	169101960	1	ATP1B1
ENSG00000143155	ENSG00000143155.8	168148171	168169950	1	TIPRL
ENSG00000143156	ENSG00000143156.9	169101769	169337205	1	NME7
ENSG00000143157	ENSG00000143157.7	166808681	166825581	1	POGK
ENSG00000143158	ENSG00000143158.6	167885967	167906278	1	MPC2
ENSG00000143162	ENSG00000143162.7	167498914	167523004	1	CREG1
ENSG00000143164	ENSG00000143164.11	167905021	168045081	1	DCAF6
ENSG00000143167	ENSG00000143167.7	167022073	167059868	1	GPA33
ENSG00000143171	ENSG00000143171.8	165370159	165414433	1	RXRG
ENSG00000143178	ENSG00000143178.8	168250278	168283664	1	TBX19
ENSG00000143179	ENSG00000143179.8	165796768	165880855	1	UCK2
ENSG00000143183	ENSG00000143183.12	165696032	165796992	1	TMCO1
ENSG00000143184	ENSG00000143184.4	168545711	168551315	1	XCL1
ENSG00000143185	ENSG00000143185.3	168510003	168513235	1	XCL2
ENSG00000143190	ENSG00000143190.17	167190066	167396582	1	POU2F1
ENSG00000143194	ENSG00000143194.8	166958346	166991451	1	MAEL
ENSG00000143195	ENSG00000143195.8	166882443	166944719	1	ILDR2
ENSG00000143196	ENSG00000143196.4	168664697	168698502	1	DPT
ENSG00000143198	ENSG00000143198.8	165600098	165631033	1	MGST3
ENSG00000143199	ENSG00000143199.13	167778625	167883453	1	ADCY10
ENSG00000143207	ENSG00000143207.15	175913967	176176629	1	RFWD2
ENSG00000143217	ENSG00000143217.7	161040785	161059389	1	PVRL4
ENSG00000143222	ENSG00000143222.7	161122566	161128646	1	UFC1
ENSG00000143224	ENSG00000143224.13	161136200	161147803	1	PPOX
ENSG00000143226	ENSG00000143226.9	161475220	161493803	1	FCGR2A
ENSG00000143228	ENSG00000143228.8	163236366	163325554	1	NUF2
ENSG00000143248	ENSG00000143248.8	163080911	163291577	1	RGS5
ENSG00000143252	ENSG00000143252.10	161284047	161332984	1	SDHC
ENSG00000143256	ENSG00000143256.4	161070346	161087901	1	PFDN2
ENSG00000143257	ENSG00000143257.7	161199456	161208092	1	NR1I3
ENSG00000143258	ENSG00000143258.11	161129240	161135513	1	USP21
ENSG00000143278	ENSG00000143278.3	197008321	197036397	1	F13B
ENSG00000143294	ENSG00000143294.10	156720402	156770607	1	PRCC
ENSG00000143297	ENSG00000143297.14	157483167	157522310	1	FCRL5
ENSG00000143303	ENSG00000143303.7	156698234	156706752	1	RRNAD1
ENSG00000143314	ENSG00000143314.8	156707095	156711382	1	MRPL24
ENSG00000143315	ENSG00000143315.5	159997462	160001783	1	PIGM
ENSG00000143318	ENSG00000143318.8	160160285	160171676	1	CASQ1
ENSG00000143319	ENSG00000143319.12	156691683	156698591	1	ISG20L2
ENSG00000143320	ENSG00000143320.4	156669398	156675608	1	CRABP2
ENSG00000143321	ENSG00000143321.14	156711899	156736717	1	HDGF
ENSG00000143322	ENSG00000143322.15	179068462	179198819	1	ABL2
ENSG00000143324	ENSG00000143324.9	180601140	180859387	1	XPR1
ENSG00000143333	ENSG00000143333.6	182567758	182573543	1	RGS16
ENSG00000143337	ENSG00000143337.14	179851177	179894135	1	TOR1AIP1
ENSG00000143340	ENSG00000143340.6	179712298	179785333	1	FAM163A
ENSG00000143341	ENSG00000143341.7	185703683	186160085	1	HMCN1
ENSG00000143344	ENSG00000143344.11	183605220	183897665	1	RGL1
ENSG00000143353	ENSG00000143353.7	219347186	219386207	1	LYPLAL1
ENSG00000143355	ENSG00000143355.11	197881037	197904608	1	LHX9
ENSG00000143363	ENSG00000143363.11	150980896	151008189	1	PRUNE
ENSG00000143365	ENSG00000143365.12	151778547	151804348	1	RORC
ENSG00000143367	ENSG00000143367.11	151512781	151556059	1	TUFT1
ENSG00000143368	ENSG00000143368.9	149895209	149900236	1	SF3B4
ENSG00000143369	ENSG00000143369.10	150480538	150486265	1	ECM1
ENSG00000143373	ENSG00000143373.13	151254094	151264656	1	ZNF687
ENSG00000143374	ENSG00000143374.10	150459887	150480078	1	TARS2
ENSG00000143375	ENSG00000143375.10	151482986	151511168	1	CGN
ENSG00000143376	ENSG00000143376.8	151584541	151671567	1	SNX27
ENSG00000143379	ENSG00000143379.8	150898739	150937213	1	SETDB1
ENSG00000143382	ENSG00000143382.9	150521884	150533413	1	ADAMTSL4
ENSG00000143384	ENSG00000143384.8	150547032	150552066	1	MCL1
