Chromosome/scaffold name	Gene start (bp)	Gene end (bp)	FPKM	Gene name
5	38706462	38876812	45.3253	CLNK
7	97696634	97720796	14.186	CLNS1A
5	76209868	76304792	4.35586	CLOCK
2	84722104	84727350	9.462019999999999	CLP1
7	101663633	101795506	3.9699	CLPB
17	56990305	56996188	19.525	CLPP
17	28558149	28560766	0.0	CLPS
17	28549411	28552620	0.0	CLPSL2
7	19631571	19665033	21.0174	CLPTM1
13	73604006	73620605	42.6328	CLPTM1L
9	65294260	65330658	13.3576	CLPX
3	58844028	58885340	0.0	CLRN1
5	45453751	45464149	0.0	CLRN2
7	135511466	135528654	0.0	CLRN3
4	126556935	126593903	11.1181	CLSPN
4	149586468	149648899	16.3112	CLSTN1
9	97444395	98033181	0.0	CLSTN2
6	124430581	124464794	0.12155899999999999	CLSTN3
4	44004452	44032846	148.852	CLTA
13	54592401	54611344	22.8341	CLTB
11	86694351	86757565	98.2782	CLTC
14	65968483	65981547	0.0	CLU
16	3908801	3941147	9.1316	CLUAP1
11	74649495	74670847	6.76147	CLUH
4	9269293	9451691	14.4591	CLVS1
10	33512286	33624769	0.0	CLVS2
14	122181704	122402234	2.52855	CLYBL
14	55941451	55944675	0.0	CMA1
14	55950980	55974031	7.688389999999999	CMA2
13	24327404	24477377	1.1211200000000001	CMAH
6	142756686	142775714	73.7072	CMAS
15	31565389	31590119	0.584979	CMBL
9	118064522	118150177	9.94035	CMC1
8	116888685	116921455	10.3299	CMC2
8	117257064	117459430	11.9661	CMIP
5	113612354	113650426	0.010856399999999999	CMKLR1
4	114959336	114987241	70.5579	CMPK1
12	26469204	26479837	0.16376300000000002	CMPK2
16	57302000	57606864	8.127139999999999	CMSS1
8	104292622	104310145	0.0	CMTM1
8	104281042	104293181	0.06204930000000001	CMTM2A
8	104322230	104330764	0.0	CMTM2B
8	104339410	104347672	9.41933	CMTM3
8	104348191	104395807	0.747239	CMTM4
14	54936261	54939274	0.0	CMTM5
9	114731116	114749344	46.9314	CMTM6
9	114756836	114781856	272.10200000000003	CMTM7
9	114789345	114844156	0.316933	CMTM8
17	29660595	29705979	27.8653	CMTR1
8	110215665	110224486	6.70075	CMTR2
13	93040713	93144724	0.0401767	CMYA5
2	156312299	156375638	0.522517	CNBD2
6	87842615	87851106	126.666	CNBP
18	84610509	84650095	0.0	CNDP1
18	84667465	84685702	25.8969	CNDP2
8	88118769	88135110	12.7283	CNEP1R1
7	25367620	25369724	0.223966	CNFN
5	72603696	72644275	0.0	CNGA1
X	71991849	72010218	0.0	CNGA2
1	37214434	37263384	0.0	CNGA3
7	105404568	105408742	0.0	CNGA4
8	95239045	95306585	0.0	CNGB1
4	19280850	19510623	0.0	CNGB3
14	46775567	46788411	35.0398	CNIH1
19	5092868	5098521	0.534261	CNIH2
1	181352628	181460641	0.0615254	CNIH3
1	181144693	181168994	11.0146	CNIH4
4	134228041	134238399	0.0	CNKSR1
X	157821436	158043294	0.033413599999999995	CNKSR2
10	7119063	7212237	1.91803	CNKSR3
9	22099216	22109630	0.0317777	CNN1
10	79988584	79996062	125.039	CNN2
3	121426497	121458207	0.0945162	CNN3
19	43440436	43497210	0.0119941	CNNM1
19	46761596	46880192	0.8273860000000001	CNNM2
1	36511867	36528237	5.37795	CNNM3
1	36471620	36508764	2.55333	CNNM4
8	95719451	95807464	39.8448	CNOT1
9	114585878	114640184	11.6007	CNOT10
1	39534992	39546889	12.5599	CNOT11
10	116485161	116581511	34.3564	CNOT2
7	3645268	3661109	11.7576	CNOT3
6	35022065	35133724	10.5642	CNOT4
11	49671503	49712723	19.7748	CNOT6
5	96070333	96164171	17.6913	CNOT6L
8	40492540	40515847	14.9451	CNOT7
11	58104153	58118594	34.6914	CNOT8
11	100574904	100591729	16.2115	CNP
1	75134554	75142711	25.7931	CNPPD1
5	28200819	28245806	0.0	CNPY1
10	128322459	128327553	63.0294	CNPY2
17	46735705	46752214	48.7891	CNPY3
5	138187485	138193918	30.5368	CNPY4
4	33924593	33948831	0.0	CNR1
4	135895394	135920207	18.0612	CNR2
11	17051586	17079371	5.59704	CNRIP1
1	179546370	179627478	19.0439	CNST
11	101279012	101296317	0.26711	CNTD1
19	12763660	12765632	1.30179	CNTF
4	41657498	41697089	0.0	CNTFR
4	84884309	85131921	19.563	CNTLN
15	92051165	92341967	0.0	CNTN1
1	132509427	132543256	0.0876118	CNTN2
6	102162655	102573101	0.0757529	CNTN3
6	105677660	106699310	1.17438	CNTN4
9	9660891	10904775	0.0	CNTN5
6	104492790	104863406	0.0170838	CNTN6
11	101170523	101190724	0.106964	CNTNAP1
6	45059357	47304213	17.5117	CNTNAP2
13	64736182	64903955	0.0	CNTNAP3
8	112570043	112882717	0.0	CNTNAP4
1	115684756	116587323	0.0	CNTNAP5A
1	99772765	100485942	0.0	CNTNAP5B
17	57769570	58410355	0.0	CNTNAP5C
2	35109492	35178822	38.7543	CNTRL
11	69299487	69323775	9.93947	CNTROB
11	101277968	101279114	43.1083	COA3
7	100537071	100540369	17.1079	COA4
1	37417084	37430103	31.4383	COA5
8	126422515	126425433	10.3671	COA6
4	108328140	108341544	1.78177	COA7
11	101082565	101086619	10.0256	COASY
11	12236608	12464960	34.9224	COBL
2	65088339	65239403	0.5383100000000001	COBLL1
12	51593341	51605771	0.150305	COCH
11	113649169	113667054	20.0065	COG1
8	124520767	124552008	12.6809	COG2
14	75702350	75754558	13.9995	COG3
8	110846600	110882227	14.7612	COG4
12	31654869	31937630	18.6369	COG5
3	52981875	53017237	13.9021	COG6
7	121879363	121981711	9.086260000000001	COG7
8	107046289	107056689	14.1821	COG8
11	88970252	88991613	3.5944300000000005	COIL
10	34389981	34397085	0.40274	COL10A1
3	114030540	114220718	0.0	COL11A1
17	34039437	34066685	0.9571959999999999	COL11A2
9	79598991	79718831	0.010156	COL12A1
10	61838236	61979108	0.0	COL13A1
15	55307750	55520803	0.004659300000000001	COL14A1
4	47208161	47313167	4.62451	COL15A1
4	130047840	130099283	0.0116014	COL16A1
19	47646344	47692094	0.027783999999999996	COL17A1
10	77052178	77166548	0.13782	COL18A1
1	24261890	24587472	0.0	COL19A1
11	94936224	94953042	0.0	COL1A1
6	4504814	4541544	0.005873699999999999	COL1A2
2	180986535	181018363	0.8780100000000001	COL20A1
15	71795795	72034227	0.0	COL22A1
11	51289920	51583918	0.234042	COL23A1
3	145292472	145552011	0.0	COL24A1
3	130131501	130599877	0.0	COL25A1
5	136741759	136883209	0.0	COL26A1
4	63214004	63334991	0.0706015	COL27A1
6	7997808	8192617	0.00718361	COL28A1
15	97975602	98004695	0.0	COL2A1
1	45311538	45349706	0.0	COL3A1
8	11198423	11312826	0.0	COL4A1
8	11312805	11449287	0.0140268	COL4A2
1	82586921	82722059	0.00347096	COL4A3
13	96542618	96640167	11.9458	COL4A3BP
1	82448423	82586849	0.0153334	COL4A4
X	141475385	141689234	0.0	COL4A5
X	141165403	141474076	0.022581	COL4A6
2	27886425	28039514	0.00355788	COL5A1
1	45374321	45503282	0.0	COL5A2
9	20770050	20815067	0.014828299999999999	COL5A3
10	76708792	76726168	0.0	COL6A1
10	76595762	76623630	0.0	COL6A2
1	90765923	90843971	0.983115	COL6A3
9	105989454	106096783	0.0	COL6A4
9	105856078	105960643	0.048149000000000004	COL6A5
9	105687809	105828160	0.0	COL6A6
9	108953586	108984875	0.100606	COL7A1
16	57624258	57754737	0.0	COL8A1
4	126286793	126314330	0.0	COL8A2
1	24177610	24252684	0.0	COL9A1
4	121039385	121055322	0.0	COL9A2
2	180597790	180622189	0.19534300000000002	COL9A3
15	54410774	54466358	0.0	COLEC10
12	28594173	28623377	0.141512	COLEC11
18	9707595	9882644	0.553858	COLEC12
1	152399830	152510695	0.0300099	COLGALT2
14	31523082	31591343	0.10896600000000001	COLQ
11	22896136	22982382	30.016	COMMD1
18	46958816	47234284	10.8026	COMMD10
3	57644349	57651715	4.8929800000000006	COMMD2
2	18672384	18676231	76.4315	COMMD3
9	57155035	57158331	47.4528	COMMD4
15	76899910	76901305	12.5903	COMMD5
14	101632981	101640686	19.3509	COMMD6
2	153616933	153632781	19.8928	COMMD7
5	72156575	72168189	14.3337	COMMD8
2	101886247	101901646	8.6903	COMMD9
8	70373558	70382066	0.05137130000000001	COMP
16	18406886	18426852	91.8705	COMT
14	21845855	21848977	2.09574	COMTD1
1	172082529	172122330	105.287	COPA
7	114215559	114254711	53.1116	COPB1
9	98563721	98588382	78.8816	COPB2
8	70302518	70312993	80.1684	COPE
6	87887814	87913595	35.2241	COPG1
6	30747554	30896794	15.8797	COPG2
8	13884794	13890281	2.64975	COPRS
2	125830304	125859139	39.7017	COPS2
11	59817795	59839838	40.8664	COPS3
5	100518309	100547803	46.1333	COPS4
1	10024601	10038168	18.5816	COPS5
5	138161071	138164646	32.2972	COPS6
6	124958413	124965538	20.3881	COPS7A
1	86582904	86609375	6.92087	COPS7B
1	90602981	90613341	17.0915	COPS8
15	103272714	103299868	51.0065	COPZ1
11	96849870	96861203	19.137999999999998	COPZ2
10	128363100	128368997	6.84705	COQ10A
1	55052770	55072702	6.3640300000000005	COQ10B
5	100654723	100675140	10.1145	COQ2
4	21879673	21912162	2.46963	COQ3
2	29787493	29797935	3.63855	COQ4
5	115279666	115296972	12.5684	COQ5
12	84361657	84373796	5.23613	COQ6
7	118509659	118533356	7.843189999999999	COQ7
8	94838321	94854895	17.397000000000002	COQ9
5	72300025	72504473	0.0450456	CORIN
7	126699773	126707787	182.845	CORO1A
19	4148619	4154035	134.585	CORO1B
5	113842436	113908758	41.9313	CORO1C
4	46536937	46602202	124.473	CORO2A
9	62419492	62537044	0.033862699999999996	CORO2B
11	77462411	77470484	0.152123	CORO6
16	4626133	4679777	15.3366	CORO7
4	149125034	149126763	0.243769	CORT
8	119809222	119840544	184.525	COTL1
11	63962627	64079468	2.89347	COX10
11	90638173	90644931	1.21907	COX11
15	99725647	99729532	24.8028	COX14
19	43733254	43753000	7.4565	COX15
12	81359026	81485127	6.3846099999999995	COX16
16	38346991	38352763	62.4597	COX17
5	90214724	90224001	4.80176	COX18
5	139336189	139351418	11.1532	COX19
1	178319130	178322693	3.9598	COX20
8	120668222	120674207	261.19599999999997	COX4I1
2	152754173	152765037	0.0	COX4I2
9	57521274	57532426	81.2557	COX5A
1	36691449	36693681	201.618	COX5B
5	115345642	115348981	206.864	COX6A1
7	128205435	128206387	0.168718	COX6A2
7	30616861	30626151	333.36699999999996	COX6B1
7	4751792	4753094	6.697039999999999	COX6B2
15	35925886	35938246	292.705	COX6C
7	30184144	30186078	2.68567	COX7A1
9	79755361	79759878	81.3841	COX7A2
17	83501918	83517330	252.852	COX7A2L
X	106015700	106022450	76.062	COX7B
5	71442824	71548205	0.0	COX7B2
13	86044816	86046904	144.72899999999998	COX7C
19	7215153	7217616	314.998	COX8A
7	140898945	140900446	0.259155	COX8B
12	102899316	102900526	0.0	COX8C
3	19957054	20009145	0.273332	CP
6	30639218	30645363	0.0	CPA1
6	30541582	30564476	0.0247358	CPA2
3	20215620	20242181	0.0	CPA3
6	30568369	30592418	0.0	CPA4
6	30611010	30631745	0.0	CPA5
1	10324720	10719945	0.0	CPA6
3	20248264	20275733	6.648810000000001	CPB1
14	75242287	75283555	0.021964700000000004	CPB2
11	76778424	76847018	12.7345	CPD
8	64592542	64693054	1.5479100000000001	CPE
7	81347026	81455465	1.57978	CPEB1
5	43233170	43289724	1.48445	CPEB2
19	37021291	37208601	0.42671800000000004	CPEB3
11	31872211	31935634	10.9541	CPEB4
6	21985916	22256404	0.568183	CPED1
14	25938304	25956356	0.0	CPHX1
14	26081516	26096127	0.0	CPHX2
5	108518554	108550024	0.0	CPLX1
13	54371349	54383917	0.0368465	CPLX2
9	57599992	57606281	0.0	CPLX3
18	65955722	65970237	0.0	CPLX4
10	117629500	117687352	0.05231990000000001	CPM
19	43956307	43986556	0.0	CPN1
16	30256378	30267499	0.0	CPN2
2	156071842	156111965	25.1073	CPNE1
8	94532990	94570531	29.8854	CPNE2
4	19519254	19570108	18.0674	CPNE3
9	104547286	105034544	0.0	CPNE4
17	29155556	29238167	0.034763199999999994	CPNE5
14	55510445	55517431	0.0	CPNE6
8	123117374	123135182	0.45365900000000003	CPNE7
15	90487482	90679432	7.5618	CPNE8
6	113282307	113305627	0.022255	CPNE9
16	58670292	58717636	4.602530000000001	CPOX
16	11803721	11909445	7.13428	CPPED1
15	33083129	33594552	0.296242	CPQ
1	67123026	67231259	0.00542012	CPS1
15	76595803	76607591	17.4577	CPSF1
12	101975988	102006424	37.7231	CPSF2
12	21285391	21315056	38.2428	CPSF3
5	145167213	145182041	11.6228	CPSF4
11	113698172	113710017	0.237188	CPSF4L
10	117344673	117380015	21.5032	CPSF6
19	10525266	10547653	15.8618	CPSF7
19	3322334	3385733	9.76557	CPT1A
15	89416405	89425863	1.02294	CPT1B
7	44959372	44974851	1.27244	CPT1C
4	107903981	107923610	7.770969999999999	CPT2
6	53873279	53978671	1.79818	CPVL
X	116448944	116478783	0.0	CPXCR1
2	130390775	130397574	0.20593499999999998	CPXM1
7	132032687	132154739	0.0436347	CPXM2
5	35502218	35525698	0.014438	CPZ
1	195097382	195131586	86.8825	CR1L
1	195136811	195176716	0.5764670000000001	CR2
9	54764748	54773110	0.0	CRABP1
3	87948666	87953376	0.0	CRABP2
10	95174746	95324133	2.1951099999999997	CRADD
17	24961226	25015788	4.20249	CRAMP1L
2	30400471	30415813	14.1073	CRAT
1	139197056	139377100	0.00644101	CRB1
2	37776249	37799103	0.00943217	CRB2
17	57059105	57065918	0.374849	CRB3
6	106780201	106800077	15.9809	CRBN
5	130029290	130060789	16.6455	CRCP
3	93014205	93015687	0.0	CRCT1
1	64532645	64604548	16.2862	CREB1
4	43562332	43567060	24.8139	CREB3
2	91982328	92024502	17.7563	CREB3L1
6	37327255	37442146	3.8633900000000003	CREB3L2
10	81084324	81098874	0.0	CREB3L3
3	90237500	90243512	0.062266699999999994	CREB3L4
6	53287270	53700376	0.225652	CREB5
16	4081328	4213997	10.1862	CREBBP
6	134830154	134858931	17.1068	CREBL2
17	26715650	26776635	25.8081	CREBRF
7	90442729	90447994	22.3326	CREBZF
1	165763746	165775308	279.064	CREG1
1	39618406	39651474	0.0571261	CREG2
6	113483297	113493343	5.6403300000000005	CRELD1
15	88819646	88826683	25.4112	CRELD2
18	3266048	3337748	5.161490000000001	CREM
3	19693401	19695396	0.0	CRH
13	95431371	95444924	0.0	CRHBP
11	104132855	104175523	0.0	CRHR1
6	55090049	55133016	0.0	CRHR2
17	78200248	78376592	4.618	CRIM1
12	113146316	113153879	124.0	CRIP1
12	113140236	113145506	0.158001	CRIP2
17	46428926	46431776	0.0	CRIP3
17	87025550	87035810	21.2556	CRIPT
17	40293758	40319207	229.979	CRISP1
17	40764020	40807003	0.08946230000000001	CRISP2
17	40221777	40242288	0.775825	CRISP3
1	18115191	18145902	0.0	CRISP4
1	17727045	17766344	0.0	CRISPLD1
8	119992438	120052793	0.0	CRISPLD2
11	75679259	75706908	17.4829	CRK
16	17451987	17487434	14.7746	CRKL
8	70493158	70504081	0.019477200000000004	CRLF1
5	109554709	109558993	104.99700000000001	CRLF2
11	80046493	80080991	47.1173	CRLF3
2	132846666	132866785	13.0375	CRLS1
5	37241940	37292133	0.0	CRMP1
8	92326033	92356120	0.268079	CRNDE
2	145917479	145935014	20.5919	CRNKL1
3	93144787	93149819	0.0	CRNN
4	141016637	141060550	3.25287	CROCC
5	8966033	8997324	33.446	CROT
1	172698055	172833031	0.30126	CRP
19	42268287	42431785	0.0	CRTAC1
9	40969691	41004628	0.14693	CRTAM
9	114375134	114390675	44.8985	CRTAP
8	70382355	70439579	4.652	CRTC1
3	90254163	90264125	3.92841	CRTC2
7	80586627	80688877	11.3996	CRTC3
7	15865947	15879968	0.0	CRX
7	15882617	15904020	0.0	CRXOS
10	85131700	85185064	4.0745	CRY1
2	92403646	92434043	5.433	CRY2
17	31677807	31681733	0.0	CRYAA
9	50751325	50756636	0.0	CRYAB
11	77718615	77725283	0.05377130000000001	CRYBA1
1	74889934	74893143	0.0	CRYBA2
5	112246493	112252518	0.0	CRYBA4
5	112255815	112269585	0.0	CRYBB1
5	113058258	113070117	0.0	CRYBB2
5	113075839	113081584	0.0	CRYBB3
16	59490775	59600979	1.28047	CRYBG3
1	65100389	65103373	0.12281199999999999	CRYGA
1	65080219	65082288	0.0	CRYGB
1	65071525	65073689	0.0	CRYGC
1	65061872	65063452	0.0	CRYGD
1	65048554	65051149	0.0	CRYGE
1	65926520	65928307	0.0	CRYGF
5	24751003	24758008	1.13129	CRYGN
16	22805203	22811577	0.0	CRYGS
14	57274993	57398529	6.6024199999999995	CRYL1
7	120186380	120202111	0.0	CRYM
3	154596711	154623182	1.26522	CRYZ
16	91689322	91728975	13.6396	CRYZL1
10	128337734	128362479	64.5773	CS
15	102176999	102204724	1.61625	CSAD
15	81936759	81950941	0.012493700000000002	CSDC2
3	103020426	103058186	135.727	CSDE1
2	166906040	166946389	20.9719	CSE1L
3	107741048	107760469	11.3364	CSF1
18	61100598	61132149	1.13266	CSF1R
11	54247271	54249667	0.327887	CSF2
19	61223957	61228429	8.42995	CSF2RA
15	78325752	78353847	492.975	CSF2RB
15	78282507	78305721	187.25599999999997	CSF2RB2
11	98701263	98703629	0.0	CSF3
4	126024550	126044440	0.140373	CSF3R
8	68356781	68735146	2.35617	CSGALNACT1
6	118107452	118139140	53.5201	CSGALNACT2
9	57626646	57653631	83.6265	CSK
10	99757706	99759658	0.0485319	CSL
8	15892537	17535586	0.0	CSMD1
4	127987857	128567656	0.0	CSMD2
4	128133523	128166967	0.0	CSMD2OS
15	47580637	48792063	0.0	CSMD3
5	87666208	87682578	0.0	CSN1S1
5	87774567	87788797	0.0	CSN1S2A
5	87808082	87824426	0.0	CSN1S2B
5	87692624	87699630	0.0	CSN2
5	87925579	87932665	0.0	CSN3
18	61555274	61590061	86.4289	CSNK1A1
11	120958990	120991330	33.76	CSNK1D
15	79417856	79455566	18.8283	CSNK1E
9	65908924	66045015	8.28407	CSNK1G1
10	80622838	80640749	93.9173	CSNK1G2
18	53862122	53955548	10.4087	CSNK1G3
2	152226839	152281852	49.3993	CSNK2A1
8	95446096	95490039	5.82524	CSNK2A2
17	35116196	35122053	84.9328	CSNK2B
16	64477810	64602408	0.0	CSNKA2IP
9	56865033	56899870	0.0	CSPG4
9	110243783	110262576	0.13385999999999998	CSPG5
1	10037987	10136768	9.94965	CSPP1
9	119971163	119984658	3.5667800000000005	CSRNP1
15	100479570	100495488	1.6584400000000001	CSRNP2
2	65845767	66031546	0.00290673	CSRNP3
1	135720061	135752232	81.1217	CSRP1
10	110919789	110939622	0.273417	CSRP2
7	48830398	48848033	14.8799	CSRP3
2	149405057	149410293	0.0	CST10
2	148768609	148771497	0.0	CST11
2	148789361	148793546	0.0	CST12
2	148820081	148830410	0.0	CST13
2	148871722	148875692	558.79	CST3
19	5344705	5349574	0.053962800000000005	CST6
2	150570415	150578944	697.159	CST7
2	148798785	148805595	0.0	CST8
2	148835147	148838738	0.0	CST9
16	36119946	36131241	0.034	CSTA1
2	30595040	30608943	1.03655	CSTAD
10	78425669	78427622	52.2627	CSTB
2	172370681	172382448	16.2421	CSTF1
X	134059187	134086819	12.582	CSTF2
19	31082837	31087069	18.2916	CSTF2T
2	104590523	104665429	33.9303	CSTF3
2	148750358	148755433	0.0	CSTL1
X	65047644	65049014	0.0	CTAG2
5	33247723	33274994	63.0263	CTBP1
7	132987563	133124354	9.35402	CTBP2
3	146449795	146465849	5.14351	CTBS
11	69015911	69036473	6.00036	CTC1
8	105636568	105682922	41.4145	CTCF
2	173093609	173119525	0.477278	CTCFL
2	173110818	173133204	0.0	CTCFLOS
11	69981156	69990601	12.7751	CTDNEP1
18	80407959	80469695	10.2839	CTDP1
1	74391509	74397285	29.7887	CTDSP1
10	126978717	126999975	41.8575	CTDSP2
9	118926453	119043998	3.43145	CTDSPL
2	121956001	122013642	11.5308	CTDSPL2
7	127712736	127718192	0.12163299999999999	CTF1
7	127718106	127732166	0.0	CTF2
3	157894248	157925077	1.32479	CTH
15	39076932	39087121	0.0	CTHRC1
18	75431224	75697554	0.710422	CTIF
13	60934155	60936625	1100.89	CTLA2A
13	60895350	60897447	52.4113	CTLA2B
1	60887000	60915832	0.017430900000000003	CTLA4
18	35118859	35254779	219.643	CTNNA1
6	76881637	77979699	0.802083	CTNNA2
10	63430098	65003667	0.010876100000000001	CTNNA3
4	56810935	56865188	0.27331	CTNNAL1
9	120929216	120960507	103.291	CTNNB1
4	149518236	149566437	2.23245	CTNNBIP1
2	157737401	157891614	26.4633	CTNNBL1
2	84600071	84650765	14.4482	CTNND1
15	30172593	31029341	0.0354332	CTNND2
11	73183596	73199042	7.98181	CTNS
4	120539868	120570276	5.15161	CTPS
X	162901238	163032508	12.3387	CTPS2
7	111028951	111056377	29.4309	CTR9
8	111686519	111691010	0.0	CTRB1
4	141814962	141846359	0.0	CTRC
4	141844321	141846990	0.0	CTRCOS
8	105932003	105933862	0.156446	CTRL
13	61564630	61570127	0.0	CTS3
13	61195132	61203410	0.0	CTS6
13	61352461	61358197	0.0	CTS7
13	61246745	61255358	0.012477799999999999	CTS8
13	61281380	61288850	0.0	CTS8-PS
2	164832873	164841032	58.9443	CTSA
14	63122462	63145923	41.411	CTSB
7	88278085	88310888	103.854	CTSC
7	142375911	142388038	2024.41	CTSD
1	131638306	131675505	107.027	CTSE
19	4855130	4860918	13.4977	CTSF
14	56099881	56102574	8.21893	CTSG
9	90054152	90076089	0.988923	CTSH
13	61000179	61005959	0.0	CTSJ
3	95499256	95509362	0.711383	CTSK
13	64359337	64370890	0.544932	CTSL
13	60798250	60802849	0.0	CTSLL3
13	61535743	61541839	0.0	CTSM
3	81932601	81956725	11.1539	CTSO
13	61035024	61040631	0.0	CTSQ
13	61159204	61164256	0.0	CTSR
3	95526786	95556403	4.8897699999999995	CTSS
19	5465043	5468507	0.0805047	CTSW
2	174427493	174439039	60.5765	CTSZ
7	144435733	144471009	9.24409	CTTN
6	18366478	18514843	0.0	CTTNBP2
3	105001915	105053146	0.106455	CTTNBP2NL
7	43672016	43678298	4.03866	CTU1
8	122476143	122484138	4.4165	CTU2
8	4257660	4259274	0.755514	CTXN1
2	125136633	125147841	0.0	CTXN2
18	57468516	57478133	0.0	CTXN3
2	13276338	13491813	0.0210273	CUBN
11	88098058	88194140	32.4298	CUEDC1
19	46329812	46338702	58.2372	CUEDC2
6	47453398	47526139	57.9825	CUL1
18	3382988	3436377	9.95923	CUL2
1	80264923	80340480	49.5762	CUL3
8	13105621	13147940	23.9255	CUL4A
X	38533274	38576196	13.2195	CUL4B
9	53614582	53670014	13.6899	CUL5
17	46650337	46664364	7.26923	CUL7
17	46500572	46546388	6.848730000000001	CUL9
17	26933819	26939569	71.5937	CUTA
2	34874396	34892132	0.0135157	CUTAL
19	43752996	43768638	7.160989999999999	CUTC
5	136248135	136567490	110.495	CUX1
5	121856366	122050102	0.17727300000000001	CUX2
7	131308554	131322292	0.0	CUZD1
9	14500617	14510577	100.79700000000001	CWC15
2	77881159	77946375	19.7519	CWC22
11	97745481	97766556	11.8715	CWC25
13	104631140	104817142	15.0753	CWC27
19	44108637	44135876	4.56727	CWF19L1
9	3403592	3479236	13.1369	CWF19L2
5	73406075	73453435	0.0	CWH43
8	94772009	94782427	0.127146	CX3CL1
9	119901616	120069879	50.778	CX3CR1
16	78301489	78359774	0.00541613	CXADR
5	90891241	90893115	0.0	CXCL1
5	92346638	92348889	0.0	CXCL10
5	92359544	92365485	0.0	CXCL11
6	117168535	117181367	0.18571400000000002	CXCL12
5	95956951	95961068	0.0	CXCL13
13	56288643	56296551	0.0	CXCL14
5	90794534	90803067	0.0	CXCL15
11	70453983	70459984	2.04802	CXCL16
7	25400053	25412886	0.0471354	CXCL17
5	90903871	90905938	0.031057400000000002	CXCL2
5	90786103	90789600	0.0	CXCL3
5	90759360	90761624	0.0	CXCL5
5	92321347	92328079	0.0	CXCL9
1	74191785	74194631	0.0	CXCR1
1	74153989	74161246	1.44672	CXCR2
X	101731535	101734269	0.0	CXCR3
1	128588199	128592293	0.7186100000000001	CXCR4
9	44511787	44561877	0.213546	CXCR5
9	123806475	123811760	0.46869099999999997	CXCR6
18	74216124	74221496	20.3457	CXXC1
3	134236484	134262161	0.0107295	CXXC4
18	35829397	35861688	23.0903	CXXC5
11	105933702	105953336	0.0628958	CYB561
19	10577172	10595961	10.8322	CYB561A3
3	108195687	108201212	7.0131	CYB561D1
9	107539007	107542193	6.32521	CYB561D2
